CODEMP;CLASIFICACIÓN;GRUPO;CODCON;NOMCON;CATCON;CATRET;INDSAL;INDCOS;INDMOR;IND001;IND002;IND003;ESTCON;CODMON;CODSIS;CODPRO;CODTRN;GRUSER
12345;;Planes Adicionales Solidaridad;AJUSOL08;Solvencia 8 Años;4063;9984;C;Z;N;D;;C;A;0;12;193;509;0
12345;;Planes Adicionales Solidaridad;AJUSOL09;Solvencia 9 Años;4064;9984;C;Z;N;D;;C;A;0;12;194;509;0
12345;;Planes Adicionales Solidaridad;AJUSOL10;Solvencia 10 Años;4065;9984;C;Z;N;D;;C;A;0;12;195;509;0
12345;;Planes Adicionales Solidaridad;AJUSOL11;Solvencia 11 Años;4066;9984;C;Z;N;D;;C;A;0;12;196;509;0
12345;;Planes Adicionales Solidaridad;AJUSOL12;Solvencia 12 Años;4067;9984;C;Z;N;D;;C;A;0;12;197;509;0
12345;;Planes Adicionales Solidaridad;AJUSOL13;Solvencia 13 Años;4068;9984;C;Z;N;D;;C;A;0;12;198;509;0
12345;;Planes Adicionales Solidaridad;AJUSOL14;Solvencia 14 Años;4069;9984;C;Z;N;D;;C;A;0;12;199;509;0
12345;;Planes Adicionales Solidaridad;AJUSOL15;Solvencia 15 Años;4071;9984;C;Z;N;D;;C;A;0;12;200;509;0
12345;;Planes Adicionales Solidaridad;AJUSOM.;Ajuste Aux.Adi.X.Muerte;4059;9984;C;Z;N;D;;C;A;0;12;185;509;0
12345;;Planes Adicionales Solidaridad;AJUTRANQ;Tranquilidad;4076;9984;C;Z;N;D;;C;A;0;12;205;510;0
12345;;Planes Adicionales Solidaridad;AJUVIDA.;Ajuste Vida Hoy y Mañana;4136;8699;C;C;N;D;;C;A;0;12;216;508;0
12345;;Otros;ANDES;Andes Club;4031;8699;C;C;N;D;;C;A;0;14;44;1;0
12345;;Otros;ANDES1;Club Anades;4029;8699;C;C;N;D;;C;A;0;14;48;1;0
12345;;Estatutarios;APORTES;Aportes;4001;8699;C;C;N;D;S;F;A;0;14;41;1;0
12345;;Seguros;ASISTAFA;Seguro Asista Familiar;527;8699;S;K;N;D;;C;A;0;30;150;500;0
12345;;Seguros;AUTPESA;Seguro Autos Pesados;566;9436;S;K;N;D;;C;A;0;30;179;500;0
12345;;Seguros;AUTOAMPB;Seguro Automoviles Amparos Basicos;680;9990;S;K;N;D;;C;A;0;30;186;500;0
12345;;Estatutarios;AUX.FUN.;Auxilio Funerario;4089;8699;C;C;N;D;;C;A;0;12;181;508;0
12345;;Estatutarios;AUXFUN;Auxilio Funerario;1300;8700;S;P;N;D;;C;A;0;30;200;500;0
12345;;Estatutarios;AUXIFUN;Auxilio Funerario;4081;8699;C;C;N;D;;C;A;0;12;81;508;0
12345;F;Seguros;BANCASEG;Banca Seguros TMK;348;9990;S;K;N;D;;C;A;0;30;239;500;0
12345;F;;BCODXESP;Credito Bancoldex Linea Especial;1856;7990;S;P;N;D;;C;A;0;30;38;500;0
12345;F;;BCODXMLT;Credito Bancoldex Multiproducto;1855;7990;S;P;N;D;;C;A;0;30;37;500;0
12345;F;;BCODXPRG;Credito Bancoldex Progresar;1857;7990;S;P;N;D;;C;A;0;30;39;500;0
12345;;Otros;C.AVANCE;Comisión Avance con Tarjeta Integradora;4687;8691;S;P;N;D;;C;A;0;20;678;458;0
12345;NA;;Che-Dev;Cheque Devuelto;48;9984;C;C;I;D;F;C;A;0;330;9;350;0
12345;F;;ConM.Apl;Concepto Mal Aplicado;1075;8930;S;P;N;D;;C;A;0;30;5;500;0
12345;;Estatutarios;CALAMID;Calamidad;4021;8699;C;C;N;D;S;C;A;0;14;43;1;0
12345;F;;CASTIGAD;Castigados;1301;8699;S;P;N;D;;C;A;0;30;500;500;0
12345;NA;;CED-APO;Cesion Aportes;21;8699;F;k;N;D;F;F;A;0;980;1;210;0
12345;;Medicina Prepagada;CEMR;CEM Registraduria;4205;8699;C;C;N;D;;C;A;0;16;9;5;0
12345;NA;;CHQEXCL;Cheque Excluido;9;8699;C;K;I;D;F;F;A;0;980;1;207;0
12345;;Seguros;CLINIMAS;Seguro Clinimas;503;9970;S;K;N;D;;C;A;0;30;145;500;0
12345;F;;COEFNG;COE Rotativo FNG;2012;7995;S;P;N;D;;C;A;0;30;42;500;0
12345;F;;COE.;CREDITOS COE;1033;3213;S;P;N;D;;C;A;0;30;34;500;0
12345;NA;;COFINOCA;Condonacion Financiacion No Causada;20;8701;F;K;I;D;F;F;A;0;980;1;209;0
12345;F;;COM.ATM;Comisión ATM Multiservicios;4672;8694;S;P;N;D;;C;A;0;20;678;124;0
12345;F;;COMTARDE;Cobro cuota tarjeta Visa;7368;7367;C;;N;D;;C;A;0;25;4;119;0
12345;;Otros;COMTARJE;Cuota Administración Tarjeta Integradora;4674;8691;S;P;N;D;;C;A;0;20;678;123;0
12345;NA;;CONDONA;Condonacion Intereses de Mora;8;8699;F;K;I;D;F;F;A;0;980;1;203;0
12345;NA;;CONDOPYG;Condonacion desde PYG;11;8699;F;K;I;D;F;F;A;0;980;1;208;0
12345;F;;CRORIGI;COMPRA CARTERA ORIGINADOR;1035;9000;S;P;N;D;;C;A;0;30;45;500;0
12345;F;Financiamiento;CR.EDUC;Credito Educacion;1070;8930;S;P;N;D;;C;A;0;30;50;500;0
12345;F;Creditos Cooperativos;CR.EMP.;Credito Creacion Empresas;2020;7980;S;P;N;D;;C;A;0;30;30;500;0
12345;F;;CR.EMPR;COMPRA CARTERA EMPRESARIAL;1034;9000;S;P;N;D;;C;A;0;30;35;500;0
12345;F;;CR.IPS;Credito Capital Trabajo IPS;2050;7950;S;P;N;D;;C;A;0;30;100;500;0
12345;F;Financiamiento;CR.PROP;Credito Propiedad Raiz;3020;6980;S;P;N;D;;C;A;0;30;81;500;0
12345;F;;CR.R.EM;Credito Recuperacion Empresas;2030;7970;S;P;N;D;;C;A;0;30;31;500;0
12345;F;;CR.SAL.;Credito Salarios Atrasados;1060;8940;S;P;N;D;S;F;A;0;30;41;500;0
12345;F;Financiamiento;CR.UVR;Credito UVR;3040;6960;S;P;N;D;;C;A;1;30;82;500;0
12345;F;Financiamiento;CR.VEH.;Credito Vehiculo;1100;8900;S;P;N;D;;C;A;0;30;70;500;0
12345;F;;CR.APOYO;Credito Apoyo Entidades Solidarias;2040;7960;S;P;N;D;;C;A;0;30;90;500;0
12345;F;Financiamiento;CR.CALD;Credito Calamidad Domestica;1040;8960;S;P;N;D;;C;A;0;30;40;500;0
12345;F;Financiamiento;CR.COE;Cartera Ordinaria Empresarial;2005;7995;S;P;N;D;;C;A;0;30;32;500;0
12345;F;Financiamiento;CR.CONSU;Credito Consumo Personal Natural;1004;9000;S;P;N;D;;C;A;0;30;17;500;0
12345;F;Financiamiento;CR.CPOSD;Credito Educacion CPOSDE;1080;8920;S;P;N;D;;C;A;0;30;51;500;0
12345;F;Financiamiento;CR.CUPO;Cupo Activo;1200;8800;S;P;N;D;;C;A;0;30;110;500;0
12345;F;Financiamiento;CR.Devol;Credito Devolucion Cheque;1072;8930;S;P;N;D;;C;A;0;30;9;500;0
12345;F;;CR.EDU.M;Educadores en Mora;1237;9876;S;P;N;D;;C;A;0;30;12;500;0
12345;;Creditos Cooperativos;CR.EMP.M;Credito Creacion Empresas M;2021;7980;S;P;N;D;;C;A;0;30;930;500;0
12345;F;;CR.INCXC;Credito  Interes-CxC Reestructuraciones;1008;9000;S;P;N;D;;C;A;0;30;18;500;0
12345;F;Financiamiento;CR.L.INV;Libre Inversion;1000;9000;S;P;N;D;;C;A;0;30;10;500;1
12345;;Creditos Cooperativos;CR.LI.M;Libre Inversion M;1006;9000;S;P;N;D;;C;A;0;30;910;500;0
12345;F;Financiamiento;CR.P.OBL;Credito Pago Obligaciones;1020;8980;S;P;N;D;;C;A;0;30;11;500;0
12345;F;Financiamiento;CR.PROD;Credito Productivo;2001;7999;S;P;N;D;;C;A;0;30;20;500;0
12345;F;Financiamiento;CR.TES;Credito de Tesoreria;2010;7990;S;P;N;D;;C;A;0;30;33;500;0
12345;F;Financiamiento;CR.TURIS;Credito Turismo;1090;8910;S;P;N;D;;C;A;0;30;60;500;0
12345;;Financiamiento;CR.VEH.M;Credito Vehiculo M;1101;8900;S;P;N;D;;C;A;0;30;970;500;0
12345;;Financiamiento;CR.VI.M;Credito Vivienda M.;3002;9000;S;P;N;D;;C;A;0;30;980;500;0
12345;F;Financiamiento;CR.VIVCT;Credito Vivienda construccion en pesos;3000;6999;S;P;N;D;;C;A;0;30;85;500;0
12345;F;Financiamiento;CR.VIVIE;Credito Vivienda;3001;6999;S;P;N;D;;C;A;0;30;80;500;0
12345;F;;CREDEMVI;Credito Empresas Vinculadas;1854;7461;S;P;N;D;;C;A;0;30;105;500;0
12345;;Creditos Cooperativos;CRESOLID;Credisolidario;1005;9001;S;P;N;D;;C;A;0;30;410;500;0
12345;F;Financiamiento;CRVEHCM;Credito Vehículo Comercial;1102;8900;S;P;N;D;;C;A;0;30;71;500;0
12345;F;;CUOMANTE;Cuota MANTENIMIENTO;4697;8691;S;P;N;D;;C;A;0;25;1;219;0
12345;F;Financiamiento;CUPCCTE;Cupo Facil Cuenta Corriente;1199;8800;S;P;N;D;;C;A;0;30;102;500;0
12345;F;Financiamiento;CUPCTEJ;Cupo cuenta corriente P.J.;1201;8800;S;P;N;D;;C;A;0;30;115;500;0
12345;F;Financiamiento;CUPCTEN;Cupo cuenta corriente P.N.;1204;8881;S;;;;;C;;0;30;114;500;0
12345;F;;CUPNOMI;Cupo Nomina Facil;1198;8800;S;P;N;D;;C;A;0;30;101;500;0
12345;F;Financiamiento;CUPOMUL;Cupo Multiservicios;1202;8881;S;P;N;D;;C;A;0;30;112;500;0
12345;F;Financiamiento;CUPO.ACT;Cupo Activo;1207;8802;;;;;;;;0;20;110;500;0
12345;F;;C13;Cuota Admon Tarjeta;2632;7367;C;;N;D;;C;A;0;25;1;119;0
12345;F;;Defecto;Defecto x Reversion de Cheques;1076;8930;S;P;N;D;;C;A;0;30;6;500;0
12345;NA;;DA.NO.VI;Dacion Inmueble Diferente Vivienda;6;8699;C;K;I;D;F;F;A;0;980;1;205;0
12345;NA;;DAINMUEB;Dacion Vivienda;50;8699;C;K;I;D;F;F;A;0;980;1;204;0
12345;NA;;DAMUEBLE;Dacion Bien Mueble;7;8699;C;K;I;D;F;F;A;0;980;1;206;0
12345;NA;;DEFECTO;Defecto x Reversion de Cheques;2;8699;C;C;I;D;;C;A;0;999;998;997;0
12345;NA;;DEV.PAGO;Devolucion de Pago. Autoprestamo;1069;8930;S;P;N;D;;C;A;0;330;8;500;0
12345;F;;DEVEXC;Cheque Devuelto Exceso;30;9999;S;P;N;D;;C;A;0;99;998;1;0
12345;F;;DEVEXC.;Devolucion de Excesos;2222;1111;S;P;N;D;;C;A;0;30;3;500;0
12345;NA;;DFONDOSO;Donacion Fondo Solidaridad;14;8700;F;K;I;D;F;F;A;0;980;1;202;0
12345;NA;;EXCCAP;Exceso x Cobertura Depositos;8990;1010;C;C;I;D;F;F;A;0;999;992;1;0
12345;NA;;EXCCOL;Exceso x Cobertura Colocaciones;8980;1020;C;C;I;D;F;F;A;0;999;993;1;0
12345;F;;EXCESO;Saldo a favor Asociado;0;9999;C;C;I;D;F;F;A;0;999;998;1;0
12345;NA;;EXCEST;Exceso x Cobertura Estatutarias;8970;1030;C;C;I;D;F;F;A;0;999;994;1;0
12345;NA;;EXCLIQ;Saldo a Favor Asociado;12;9999;C;C;I;D;F;F;A;0;999;997;1;0
12345;NA;;EXCMUL;Exceso de Multiactiva;1;9999;C;C;I;D;F;F;A;0;999;5;300;0
12345;NA;;EXCSEG;Exceso de Seguro;9000;1000;C;C;I;D;F;F;A;0;999;995;1;0
12345;;Planes Adicionales Solidaridad;EXEQUIAA;Exequial Asociado;4112;8699;C;C;N;D;;C;A;0;12;206;508;0
12345;;Planes Adicionales Solidaridad;EXEQUIFA;Exequial Fam adic;4114;8699;C;C;N;D;;C;A;0;12;208;508;0
12345;;Planes Adicionales Solidaridad;EXEQUIFD;Exequial Fam Directo;4113;8699;C;C;N;D;;C;A;0;12;207;508;0
12345;F;Financiamiento;FINDETER;Credito FINDETER;2011;7991;S;P;N;D;;C;A;0;30;36;500;0
12345;;Otros;FIZEBAD;Afiliacion FIZEBAD;4027;8699;C;C;N;D;;C;A;0;14;46;1;0
12345;;Seguros;FLE.HOG+;Seguro Flexi Hogar Mas;331;9701;S;K;N;D;;C;A;0;30;169;500;0
12345;NA;;FONDOSOL;Contribucion Solidaridad;4084;8699;C;K;I;D;F;F;A;0;980;1;996;0
12345;NA;;FONSOCF;Contribucion Solidaridad Financiera;10;8699;C;K;I;D;F;F;A;0;980;1;305;0
12345;;Otros;HAITI;Donacion Damnificados Haiti;4000;8699;C;C;N;D;;C;A;0;14;51;1;0
12345;;Seguros;HOMEEJEC;Home Ejecutivos;529;8899;S;K;N;D;;C;A;0;30;194;500;0
12345;;Planes Adicionales Solidaridad;HOSPIT;Renta hospitalizac.;4110;8699;C;C;N;D;;C;A;0;12;204;508;0
12345;F;;IN.OTRO;Intereses Otros;1073;8930;N;P;N;D;;C;A;0;30;183;500;0
12345;F;;INT.DIAS;Intereses Dias;522;9500;S;F;N;D;;C;A;0;30;180;500;0
12345;;Otros;IVA-ASOC;IVA CUOTA DE ADMISION ASOCIADO;4182;8699;S;C;N;D;S;F;A;0;30;212;500;0
12345;;Otros;IVAADM;Iva Cuota Admision Asociados;4180;8699;C;C;N;D;S;F;A;0;14;54;1;0
12345;F;;KOMTARDE;Cuota Admon Tarjeta Integradora;4450;8691;S;P;N;D;;C;A;0;25;876;123;0
12345;F;;K13;Cuota Admon Tarjeta;4451;7367;C;;N;D;;C;A;0;25;876;122;0
12345;F;;L.I.CUCT;Libre Inv. Estrategia Cucuta;1009;9000;S;P;N;D;;C;A;0;30;13;500;0
12345;F;Financiamiento;L.INV.BS;Libre Inversion Banca Seguros;2900;9000;S;P;N;D;;C;A;0;30;19;500;1
12345;F;Financiamiento;Linv.Hip;Libre Inversion Garantia Hipotecaria;1002;8998;S;P;N;D;;C;A;0;30;15;500;0
12345;F;Financiamiento;LIB.IN;Libre Inversion Garantia Prendaria;1003;8997;S;P;N;D;;C;A;0;30;16;500;0
12345;;Otros;LIB.VIRT;Libreria Virtual;4178;9701;S;K;N;D;;C;A;0;30;210;500;0
12345;F;Financiamiento;LIBRANZA;Credito Libranza;1001;8999;S;P;N;D;;C;A;0;30;14;500;1
12345;NA;;LIBREASG;Libre Asignacion;560;7461;S;F;N;D;;C;A;0;30;310;500;0
12345;;Otros;MACARENA;Afiliacion Macarena;4033;8699;C;C;N;D;;C;A;0;14;45;1;0
12345;;Otros;MERCADO;Mercados para Asociados;4170;9701;S;K;N;D;;C;A;0;30;199;500;0
12345;F;;MULTISER;T.MULTISERVICIOS;900;9000;S;P;N;D;;C;A;0;20;678;500;0
12345;F;;N.D-DEPO;Nota Debito vs Depositos;2300;9700;S;P;N;D;;C;A;0;30;8;500;0
12345;NA;;ND1;Cruce Mal Aplicado;46;8699;C;C;I;D;F;C;A;0;330;5;350;0
12345;NA;;NOTADEB;Debitos x Correccion;3;8699;C;K;I;D;F;C;A;0;980;1;200;0
12345;;Medicina Prepagada;OOOBPU;IVA Med. Prepagada Programa OBPU;5036;8840;C;C;N;D;;C;A;0;16;16;5;0
12345;NA;;ORDPAGMU;Orden Pago de Cta Mult;7777;7777;C;C;N;D;S;F;A;0;165;1;2;0
12345;NA;;ORDPAGM2;Orden de Pago Mul 2;7778;7777;C;C;N;D;S;F;A;0;165;2;2;0
12345;;Medicina Prepagada;ORO4;Convenio Club Eje Cafetero;4699;8699;C;C;N;D;;C;A;0;16;6;4;0
12345;;Medicina Prepagada;ORUM;Oro Unisys (Medellin);4206;8699;C;C;N;D;;C;A;0;16;9;6;0
12345;F;;OTROS;Otras Obligaciones;521;9700;S;P;N;D;;C;A;0;30;120;500;0
12345;F;;PagoMal;Pago Mal Aplicado;1074;8930;S;P;N;D;;C;A;0;30;4;500;0
12345;NA;;PAG.ENT;Saldo a Favor de una Entidad;8100;8100;C;C;I;D;F;F;A;0;999;920;1;0
12345;;Seguros;PAGOSEG;Pago Seguro;627;8799;S;K;N;D;;C;A;0;30;163;500;0
12345;;Otros;PAGOINTM;PAGOS ESPECIALES MUL;1077;8930;C;C;N;D;S;F;A;0;14;55;1;0
12345;F;;PAPDESTI;Ahorro Programado Destinos;4125;8699;C;C;N;D;S;F;A;0;14;65;1;0
12345;F;;PAPESP;Plan Ahorro Programado;4129;8699;C;C;N;D;S;F;A;0;14;64;1;0
12345;F;Financiamiento;PAP05;Ahorro Programado P05;4119;8699;C;C;N;D;S;F;A;0;14;60;1;0
12345;F;Financiamiento;PAP06;Ahorro Programado P06;4121;8699;C;C;N;D;S;F;A;0;14;61;1;0
12345;F;Financiamiento;PAP07;Ahorro Programado P07;4127;8699;C;C;N;D;S;F;A;0;14;62;1;0
12345;F;Financiamiento;PAP08;Ahorro Programado P08;4123;8699;C;C;N;D;S;F;A;0;14;63;1;0
12345;F;;PAP66;Ahorro Programado P66;4130;8699;C;C;N;D;S;F;A;0;14;66;1;0
12345;F;;PAP67;Ahorro Programado P67;4131;8699;C;C;N;D;S;F;A;0;14;67;1;0
12345;F;Financiamiento;PAP68;Plan PAP68 Persona Juridica;5100;8899;C;C;N;D;S;F;A;0;14;68;1;0
12345;F;Financiamiento;PAP69;Plan PAP69 Jovenes Asociados;5108;8891;C;C;N;D;S;F;A;0;14;69;1;0
12345;F;Financiamiento;PAP70;Plan PAP Vacaciones;4133;8799;C;C;N;D;S;F;A;0;14;70;1;0
12345;F;Financiamiento;PAP71;Plan PAP Vehiculo;4139;8899;C;C;N;D;S;F;A;0;14;71;1;0
12345;F;Financiamiento;PAP72;Plan PAP Educacion;4229;8999;C;C;N;D;S;F;A;0;14;72;1;0
12345;F;Financiamiento;PAP73;Plan PAP Vivienda;4429;8999;C;C;N;D;S;F;A;0;14;73;1;0
12345;F;Financiamiento;PAP74;Plan PAP Empresarial;4430;8999;C;C;N;D;S;F;A;0;14;74;1;0
12345;F;;PAP75;Plan PAP Jovenes Asociados;4443;8799;C;C;N;D;S;F;A;0;14;75;1;0
12345;F;Financiamiento;PAP77;Plan PAP Vivienda;4444;8999;C;C;N;D;S;F;A;0;14;77;1;0
12345;F;Financiamiento;PAP78;Plan PAP Vivienda;4445;8999;C;C;N;D;S;F;A;0;14;78;1;0
12345;F;Financiamiento;PAP79;PAP 2-ANIVERSARIO;4446;8999;C;C;N;D;S;F;A;0;14;79;1;0
12345;;Seguros;PLAN100L;Plan 100L Compania Liberty Seguros;676;9324;S;K;N;D;;C;A;0;30;175;500;0
12345;;Otros;POBLADO;Corporacion Poblado;4035;8699;C;C;N;D;;C;A;0;14;47;1;0
12345;;Seguros;POCUMPTO;POLIZA CUMPLIMIENTO;682;9980;S;K;N;D;;C;A;0;30;189;500;0
12345;;Seguros;PRO.EDUC;Seguro Protección Educativa;4083;7461;C;Z;N;D;;C;A;0;12;83;514;0
12345;;Seguros;PROEDUC.;Seguro Protección Educativa;4090;7461;C;Z;N;D;;C;A;0;12;183;514;0
12345;;Seguros;PROT.EDU;Seguros Proteccion Educativa;504;8699;S;K;N;D;;C;A;0;30;134;500;0
12345;;Seguros;RCMED;RC MEDICA;678;9703;S;K;N;D;;C;A;0;30;177;500;0
12345;;Seguros;RCCOBEXT;Responsabilidad Médica Dos;677;9703;S;K;N;D;;C;A;0;30;176;500;0
12345;;Seguros;RCCUMPTO;POL RC CUMPLIMIENTO;681;9980;S;K;N;D;;C;A;0;30;188;500;0
12345;NA;;RE.FI.PR;Retiro Financiacion Proporcional;28;8701;F;K;I;D;F;F;A;0;980;1;215;0
12345;;Estatutarios;RECREA;Fondo Recreacion;4011;8699;C;C;N;D;;C;A;0;14;42;1;0
12345;;Planes Adicionales Solidaridad;RECUPM5;Mejora incap Temp 5;4108;8699;C;C;N;D;;C;A;0;12;202;508;0
12345;;Planes Adicionales Solidaridad;RECUP11;Mejora incap Temp 11;4107;8699;C;C;N;D;;C;A;0;12;201;508;0
12345;;Planes Adicionales Solidaridad;RECUP5;Mejora incap Temp 5;4109;8699;C;C;N;D;;C;A;0;12;203;508;0
12345;;Creditos Cooperativos;REESTCO;REESTRUCTURACION COMERCIAL;1858;9000;S;P;N;D;;C;A;0;30;960;500;0
12345;;Creditos Cooperativos;REESTCRS;Reestructuracion credisolidario;1007;9000;S;P;N;D;;C;A;0;30;450;500;0
12345;;Seguros;RENTAHG;Seguro Renta Hogar;671;9886;S;K;N;D;;C;A;0;30;167;500;0
12345;F;;RES.COM.;Reestructuración Credito Comercial;564;7461;S;F;N;D;;C;A;0;30;350;500;0
12345;F;;RES.VIS;Reestructuracion VIS;3022;6978;S;P;N;D;;C;A;0;30;325;500;0
12345;F;;RESTMICR;Reestructuracion Microcredito;1853;7461;S;P;N;D;;C;A;0;30;340;500;0
12345;F;;RESTPESO;Reestructuracion Pesos;1850;7461;S;P;N;D;;C;A;0;30;300;500;0
12345;F;;RESTUVR;Reestructuracion Vivienda UVR;1852;7461;S;P;N;D;;C;A;0;30;330;500;0
12345;F;;RESTVIV;Reestructuracion Vivienda Pesos;1851;7461;S;P;N;D;;C;A;0;30;320;500;0
12345;NA;;REV-ESTA;Reversion Cuota Estatutaria;16;9986;C;K;I;D;F;F;A;0;999;998;100;0
12345;NA;;REXCESO;Aplicacion de Exceso;4;8699;C;C;I;D;;C;A;0;999;998;2;0
12345;F;;RE1TUVR;Reestructuracion Vivienda UVR;1111;7461;S;P;N;D;;C;A;1;30;330;500;0
12345;;Seguros;RUNT;RUNT;679;9703;S;K;N;D;;C;A;0;30;178;500;0
12345;;Seguros;S.RC.CLI;Seguros RC Clinicas y Hospitales;565;9435;S;K;N;D;;C;A;0;30;181;500;0
12345;;Seguros;S.RC.Exc;Seguro RC. en Exceso;524;8699;S;K;N;D;;C;A;0;30;157;500;0
12345;;Seguros;Seg+Prot;Seguro Mas Proteccion;523;8699;S;K;N;D;;C;A;0;30;158;500;0
12345;F;;Sobregir;Sobregiro;4070;920;S;P;N;D;;C;A;0;30;190;500;0
12345;;Seguros;SEGACCI;Seguro Accidentes;514;8699;S;K;N;D;;C;A;0;30;147;500;0
12345;;Seguros;SEGAUTO;Autoclub Cali;517;8699;S;K;N;D;;C;A;0;30;149;500;0
12345;;Seguros;SEGCAST;Seguros Castigados;530;7461;N;K;N;D;;C;A;0;30;600;500;0
12345;;Seguros;SEGCIVI;Seguro Responsabilidad Civil;518;8699;S;K;N;D;;C;A;0;30;132;500;0
12345;;Seguros;SEGCUBR;Seguro Cubremas;520;8699;S;K;N;D;;C;A;0;30;146;500;0
12345;;Seguros;SEGCUMP;Seguro Poliza Cumplimiento;519;8699;S;K;N;D;;C;A;0;30;133;500;0
12345;;Seguros;SEGELEC;Seguro Equipo Electrico;516;8699;S;K;N;D;;C;A;0;30;131;500;0
12345;;Seguros;SEGEMBA;Seguro Embarcacion;510;8699;S;K;N;D;;C;A;0;30;141;500;0
12345;;Seguros;SEGEQUI;Seguro Equipo Maquinaria;511;8699;S;K;N;D;;C;A;0;30;142;500;0
12345;;Seguros;SEGGAP;Seguros Plan 100 %;526;7461;S;K;N;D;;C;A;0;30;152;500;0
12345;;Seguros;SEGHOGA;Seguro Hogarmas;505;8699;S;K;N;D;;C;A;0;30;136;500;0
12345;;Seguros;SEGINCE;Seguro Incendio;507;8699;S;K;N;D;;C;A;0;30;138;500;0
12345;;Seguros;SEGMOTO;Seguro Poliza de Motos;563;9701;S;K;N;D;;C;A;0;30;165;500;0
12345;;Seguros;SEGPAGP;Seguro Pago Protegido;672;9702;S;K;N;D;;C;A;0;30;171;500;0
12345;;Seguros;SEGPHOG;Seguro Poliza Hogar;515;8699;S;K;N;D;;C;A;0;30;148;500;0
12345;;Seguros;SEGPLAN;Seguros Plan Seguros;506;8699;S;K;N;D;;C;A;0;30;137;500;0
12345;;Seguros;SEGPYMA;Seguro Pymemas;673;9703;S;K;N;D;;C;A;0;30;172;500;0
12345;;Seguros;SEGPYME;Seguros Pyme;513;8699;S;K;N;D;;C;A;0;30;135;500;0
12345;;Seguros;SEGRENT;Seguro Renta Hospitalaria;512;8699;S;K;N;D;;C;A;0;30;143;500;0
12345;;Seguros;SEGRESC;Seguro Resp Civil Contractual;525;7461;S;K;N;D;;C;A;0;30;151;500;0
